,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,City,AQI_Bucket,day
9800,51.56,82.26,19.27,36.6,14.420000000000002,40.92,0.44000000000000017,4.8420000000000005,26.7,0.14000000000000012,0.0,110.0,Delhi,Moderate,Weekend
9801,53.05,85.65,23.98,37.33,13.490000000000002,31.89,0.33000000000000007,5.539999999999999,26.7,0.1499999999999999,0.0,106.0,Delhi,Moderate,Weekend
9802,60.83,102.29,20.23,56.67,11.54,33.88,0.20999999999999996,4.295999999999999,30.08,0.18999999999999995,0.0,99.0,Delhi,Satisfactory,weekday
9803,55.55,112.21,19.87,34.72,16.17,45.0,0.43000000000000016,3.334000000000003,28.73,0.27,0.0,109.0,Delhi,Moderate,weekday
9804,70.81,111.9,29.89,21.49,21.37,56.47,0.44000000000000017,5.075999999999999,31.95,0.20999999999999996,0.0,137.0,Delhi,Moderate,weekday
9805,55.93,76.81,27.16,22.74,16.339999999999996,31.36,0.45999999999999974,4.302,23.1,0.18000000000000016,0.0,144.0,Delhi,Moderate,weekday
9806,11.810000000000002,18.590000000000003,20.34,22.4,11.240000000000002,17.63,0.31999999999999984,17.304,24.88,0.20000000000000018,0.0,92.0,Delhi,Satisfactory,weekday
9807,17.760000000000005,43.57000000000001,20.38,18.63,12.969999999999999,17.47,0.3500000000000001,6.9959999999999996,22.19,0.08000000000000007,0.0,83.00000000000001,Delhi,Satisfactory,Weekend
9808,35.5,81.42,18.8,17.01,12.689999999999998,19.11,0.3700000000000001,12.242,22.63,0.1200000000000001,0.0,84.0,Delhi,Satisfactory,Weekend
9809,50.09,100.02,14.59,27.25,13.130000000000003,19.81,0.3700000000000001,6.3420000000000005,24.48,0.1299999999999999,0.0,104.0,Delhi,Moderate,weekday
9810,66.12,114.15,23.12,27.52,18.35,34.54,0.6000000000000001,7.13,30.45,0.25,1.3800000000000008,131.0,Delhi,Moderate,weekday
9811,80.94,125.39,26.98,21.39,22.31,50.34,0.6099999999999999,6.62,29.26,0.3500000000000001,1.7399999999999993,165.0,Delhi,Moderate,weekday
9812,75.4,102.91,50.72,38.55,23.52,54.37,0.43000000000000016,6.08,34.06,0.27,1.54,176.0,Delhi,Moderate,weekday
9813,89.38,140.94,37.45,29.45,18.61,41.19,0.44999999999999973,7.17,40.26,0.43999999999999995,1.8200000000000003,172.0,Delhi,Moderate,weekday
9814,74.2,125.73,21.1,26.08,8.59,44.1,0.2999999999999998,6.64,38.44,0.2200000000000002,1.7300000000000004,137.0,Delhi,Moderate,Weekend
9815,68.47,120.56,25.43,28.66,14.66,50.150000000000006,0.45999999999999974,3.460000000000001,32.9,0.45999999999999996,2.34,131.0,Delhi,Moderate,Weekend
9816,63.41,128.15,22.86,25.2,12.100000000000001,39.12,0.43000000000000016,2.9399999999999995,30.1,0.54,2.429999999999999,132.0,Delhi,Moderate,weekday
9817,69.45,127.48,22.75,26.09,11.469999999999999,31.36,0.20000000000000018,5.809999999999999,34.34,0.23999999999999977,1.2699999999999996,115.0,Delhi,Moderate,weekday
9818,76.81,138.81,24.88,28.99,14.09,39.43,0.18999999999999995,11.7,35.79,0.3500000000000001,2.0700000000000003,151.0,Delhi,Moderate,weekday
9819,75.73,125.31,15.35,24.45,13.8,37.22,0.27,11.96,36.81,0.25,1.5899999999999999,180.0,Delhi,Moderate,weekday
9820,79.81,111.43,14.82,27.44,12.189999999999998,31.48,0.33000000000000007,13.91,38.67,0.3900000000000001,2.1099999999999994,183.0,Delhi,Moderate,weekday
9821,70.98,151.15,17.2,25.61,14.27,35.37,0.31999999999999984,22.29,34.44,0.27,1.7199999999999998,193.0,Delhi,Moderate,Weekend
9822,102.2,155.03,20.71,24.51,14.05,41.02,0.23999999999999977,24.0,35.32,0.31000000000000005,2.1400000000000015,224.0,Delhi,Poor,Weekend
9823,107.63,173.87,33.9,27.06,17.82,50.93,0.23999999999999977,23.51,31.11,0.5699999999999998,2.9700000000000006,268.0,Delhi,Poor,weekday
9824,105.88,158.68,23.0,31.67,13.810000000000002,56.42,0.26000000000000023,7.6,30.89,0.6299999999999999,3.2799999999999994,253.0,Delhi,Poor,weekday
9825,104.45,122.3,25.09,30.92,14.219999999999999,64.21,0.25,6.57,29.67,0.6800000000000002,2.709999999999999,208.0,Delhi,Poor,weekday
9826,106.85,186.91,21.91,31.1,12.39,44.32,0.33000000000000007,7.65,35.14,0.71,2.5600000000000005,211.0,Delhi,Poor,weekday
9827,137.42,207.87,31.87,29.16,14.41,45.28,0.33000000000000007,9.36,37.98,0.6000000000000001,2.34,246.0,Delhi,Poor,weekday
9828,147.07,208.87,67.91000000000001,30.14,23.78,55.52,0.3700000000000001,14.64,42.39,0.7200000000000002,3.4000000000000004,319.0,Delhi,Very Poor,Weekend
9829,147.83,195.47,41.91,30.0,15.25,44.61,0.33000000000000007,14.31,37.15,0.8900000000000001,3.62,317.0,Delhi,Very Poor,Weekend
9830,152.61,213.98,48.82,58.53,40.14,51.88,1.02,23.09,30.49,0.8599999999999999,3.42,310.0,Delhi,Very Poor,weekday
9831,121.7,212.34999999999997,48.01,57.08,49.91,42.92,1.36,17.44,30.46,0.9899999999999998,3.3899999999999997,313.0,Delhi,Very Poor,weekday
9832,152.16,204.03,66.01,63.150000000000006,55.52,44.57,1.05,27.42,35.86,0.8300000000000001,3.38,310.0,Delhi,Very Poor,weekday
9833,176.17,259.0,55.94,53.51,53.32,50.7,1.18,22.15,36.35,1.2600000000000002,4.52,336.0,Delhi,Very Poor,weekday
9834,426.52,387.13,56.28,54.760000000000005,47.28,48.79,1.06,36.85,41.14,2.15,5.540000000000001,497.0,Delhi,Severe,weekday
9835,213.12,317.5199999999999,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.8799999999999999,4.0200000000000005,404.0,Delhi,Severe,Weekend
9836,146.01,201.91,54.56999999999999,55.879999999999995,31.89,45.72,0.9300000000000002,24.42,34.88,0.8000000000000003,4.04,338.0,Delhi,Very Poor,Weekend
9837,163.35,242.73,89.4,64.25,63.05,48.44,1.4500000000000002,27.79,52.91,1.1599999999999997,4.65,327.0,Delhi,Very Poor,weekday
9838,188.24,331.64,72.71,81.32999999999998,87.22,53.82,1.51,23.19,86.13,1.15,5.47,366.0,Delhi,Very Poor,weekday
9839,203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.9300000000000002,5.08,357.0,Delhi,Very Poor,weekday
9840,178.91,290.41,56.89999999999999,90.56,63.209999999999994,61.45,1.15,24.12,99.70999999999998,1.3000000000000003,4.28,328.0,Delhi,Very Poor,weekday
9841,167.54,293.68,26.14,65.44,52.4,48.68,0.98,21.24,82.93,1.2600000000000002,4.94,345.0,Delhi,Very Poor,weekday
9842,198.37,329.05,35.39,84.45,60.5,51.2,0.8999999999999999,27.88,110.70999999999998,1.65,7.47,379.0,Delhi,Very Poor,Weekend
9843,187.82,300.92,28.91,60.61,57.94,50.6,1.16,25.08,83.99,1.56,6.8,362.0,Delhi,Very Poor,Weekend
9844,196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,340.0,Delhi,Very Poor,weekday
9845,211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,366.0,Delhi,Very Poor,weekday
9846,179.17,265.9,29.65,46.83,43.9,47.36,1.13,16.01,56.79,1.4300000000000006,6.36,344.0,Delhi,Very Poor,weekday
9847,160.69,227.40999999999997,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,305.0,Delhi,Very Poor,weekday
9848,168.16,239.73,45.29,46.49,60.96,53.2,1.31,15.29,62.16,2.74,6.059999999999999,310.0,Delhi,Very Poor,weekday
9849,190.33,292.7,45.11,47.28,74.75,52.75,1.83,18.87,73.16,3.18,5.21,345.0,Delhi,Very Poor,Weekend
9850,209.61,334.64,65.25,60.56,97.75999999999999,61.8,2.33,19.55,86.74,6.46,12.85,370.0,Delhi,Very Poor,Weekend
9851,216.53,330.27,64.5,57.27000000000001,96.0,65.81,1.94,18.74,72.82,4.6,14.37,377.0,Delhi,Very Poor,weekday
9852,517.93,654.68,51.67,65.17,103.76999999999998,91.87,2.37,15.29,56.06,5.11,26.96,531.9999999999999,Delhi,Severe,weekday
9853,639.19,796.88,55.83,77.51,104.65,82.96,2.74,20.46,55.51,7.73,25.53,675.0,Delhi,Severe,weekday
9854,495.9,652.21,54.709999999999994,81.67,104.51999999999998,74.84,2.37,15.68,86.62,6.99,25.25,677.0,Delhi,Severe,weekday
9855,370.73,496.4800000000001,55.06999999999999,80.73,109.97999999999999,84.09999999999998,2.45,17.84,104.94,7.33,28.060000000000002,597.0,Delhi,Severe,weekday
9856,363.77,511.44,78.16,78.61,117.91999999999999,90.64,2.32,17.8,95.53999999999999,8.39,32.33,471.0,Delhi,Severe,Weekend
9857,465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.200000000000003,613.0,Delhi,Severe,Weekend
9858,354.56,498.63,65.36,65.77,105.47999999999999,73.85,2.33,15.58,94.42,5.47,18.48,561.0,Delhi,Severe,weekday
9859,254.36,365.91,34.12,56.46000000000001,75.36,55.71000000000001,1.74,13.67,69.5,4.44,11.39,444.0,Delhi,Severe,weekday
9860,192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,378.0,Delhi,Very Poor,weekday
9861,191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,357.0,Delhi,Very Poor,weekday
9862,150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3.0,8.48,330.0,Delhi,Very Poor,weekday
9863,143.51,202.59,20.23,43.91,50.62,38.55,1.16,13.3,37.68,2.29,5.38,309.0,Delhi,Very Poor,Weekend
9864,128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,297.0,Delhi,Poor,Weekend
9865,171.34,249.28000000000003,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,329.0,Delhi,Very Poor,weekday
9866,178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,341.0,Delhi,Very Poor,weekday
9867,177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,348.0,Delhi,Very Poor,weekday
9868,175.56,251.23000000000002,34.73,55.03999999999999,70.15,40.03,1.55,18.32,54.34,4.53,11.97,340.0,Delhi,Very Poor,weekday
9869,187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,348.0,Delhi,Very Poor,weekday
9870,185.31,268.09,45.12,76.48,88.0,47.81,1.74,17.95,48.1,5.3,15.24,347.0,Delhi,Very Poor,Weekend
9871,224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,368.0,Delhi,Very Poor,Weekend
9872,198.34,328.09,45.64,68.93,87.3,52.5,1.64,18.95,41.09,4.33,13.04,382.0,Delhi,Very Poor,weekday
9873,167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,360.0,Delhi,Very Poor,weekday
9874,215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,359.0,Delhi,Very Poor,weekday
9875,219.84,344.17,71.11,57.73,108.25999999999999,77.53,2.11,16.83,44.4,8.15,23.32,388.0,Delhi,Very Poor,weekday
9876,190.45,309.07,61.209999999999994,56.83,94.55,65.47,1.83,17.59,31.62,6.41,20.7,377.0,Delhi,Very Poor,weekday
9877,208.87,324.4599999999999,80.33,65.66,102.69,92.4,2.1,20.17,36.62,7.940000000000001,25.810000000000002,356.0,Delhi,Very Poor,Weekend
9878,240.87,359.22,67.41,65.83,99.75999999999999,85.24999999999999,2.28,19.92,37.61,8.46,26.32,384.0,Delhi,Very Poor,Weekend
9879,261.82,390.1,74.66,65.49,101.07,90.28,2.49,20.17,32.64,7.620000000000001,23.27,415.0,Delhi,Severe,weekday
9880,230.56,358.86,61.129999999999995,64.61,104.85,71.16,2.41,18.29,50.69,5.42,15.21,404.0,Delhi,Severe,weekday
9881,120.91,210.21000000000004,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,330.0,Delhi,Very Poor,weekday
9882,88.95,170.12,24.67,45.83,39.33,36.04,1.49,18.17,41.43,2.6,7.35,215.0,Delhi,Poor,weekday
9883,115.08,204.38,23.86,53.85,3.629999999999999,41.49,1.56,21.69,50.26,3.13,7.98,220.0,Delhi,Poor,weekday
9884,165.76,268.35,60.14,70.14,9.060000000000002,57.730000000000004,1.77,24.22,68.58,7.52,17.98,312.0,Delhi,Very Poor,Weekend
9885,230.34,341.86999999999995,102.0,83.94,16.379999999999995,77.10999999999999,2.18,25.97,90.07,9.07,29.86,389.0,Delhi,Very Poor,Weekend
9886,218.87,338.45,97.35,71.25,13.130000000000003,86.87,2.28,24.39,66.07,5.22,19.42,406.0,Delhi,Severe,weekday
9887,109.18,152.76,22.41,45.94,3.039999999999999,50.54,1.51,11.71,38.75,1.96,6.88,280.0,Delhi,Poor,weekday
9888,134.99,203.48,20.14,40.27,2.59,48.27,1.34,10.81,46.28,2.51,6.59,263.0,Delhi,Poor,weekday
9889,126.67,189.9,19.4,36.59,2.3299999999999983,46.26,1.31,11.18,42.19,2.18,5.87,276.0,Delhi,Poor,weekday
9890,127.57,194.15,20.33,34.73,3.259999999999998,42.56,1.28,9.69,38.04,1.89,4.83,292.0,Delhi,Poor,weekday
9891,100.72,152.72,17.77,29.84,2.870000000000001,39.74,1.06,4.98,23.979999999999997,1.92,2.8499999999999996,228.0,Delhi,Poor,Weekend
9892,95.58,163.65,17.4,37.37,2.4400000000000013,35.36,1.2,12.68,36.4,1.87,3.4800000000000004,195.0,Delhi,Moderate,Weekend
9893,115.19,189.64,20.4,45.8,2.1499999999999986,45.71,1.28,16.97,45.37,2.46,6.42,223.0,Delhi,Poor,weekday
9894,168.33,257.19,35.44,54.84,4.370000000000001,56.27000000000001,1.48,23.03,49.68,3.93,10.74,291.0,Delhi,Poor,weekday
9895,283.24,410.74,44.05,66.41,5.960000000000001,78.25,1.91,25.0,67.35,4.65,14.07,378.0,Delhi,Very Poor,weekday
9896,293.14,435.23,32.3,61.63000000000001,3.5700000000000003,72.97,1.4500000000000002,22.54,66.06,4.12,10.87,467.0,Delhi,Severe,weekday
9897,157.72,241.38,22.11,50.73,2.6900000000000013,55.36,1.17,20.47,48.84,2.88,7.93,370.0,Delhi,Very Poor,weekday
9898,117.72,181.59,31.509999999999998,50.97,3.6099999999999994,51.89,1.54,19.95,43.85,3.9,9.81,253.0,Delhi,Poor,Weekend
9899,203.18,301.71,79.8,66.65,9.75,73.83,1.74,23.73,59.85,6.52,14.99,309.0,Delhi,Very Poor,Weekend
9900,259.0,368.35,61.55,58.92,7.059999999999999,68.61,1.68,23.76,56.1,5.63,15.78,398.0,Delhi,Very Poor,weekday
9901,224.42,326.11,46.41,57.6,6.18,62.83,1.57,22.1,38.93,5.37,12.99,372.0,Delhi,Very Poor,weekday
9902,224.27,317.87,58.709999999999994,65.61,9.759999999999998,71.71,1.69,23.17,58.980000000000004,5.95,18.27,379.0,Delhi,Very Poor,weekday
9903,249.17,362.39,80.57,70.25,11.619999999999997,79.06999999999998,1.86,25.51,66.0,6.36,23.66,398.0,Delhi,Very Poor,weekday
9904,227.28,347.63,70.6,59.7,10.689999999999998,68.22,1.7,25.54,61.36,5.35,19.38,399.0,Delhi,Very Poor,weekday
9905,273.56,401.15,69.31000000000002,60.4,15.32,75.04,1.96,21.01,61.73,6.96,25.19,421.0,Delhi,Severe,Weekend
9906,306.17,445.58,83.77,66.97,23.13,83.54999999999998,1.95,17.97,76.45,7.01,21.12,451.0,Delhi,Severe,Weekend
9907,303.41,415.09,62.75999999999999,63.92,11.79,73.16,1.8,18.58,68.75,5.72,14.77,462.0,Delhi,Severe,weekday
9908,277.48,422.59,31.26,53.730000000000004,4.259999999999998,55.61,1.52,12.43,68.68,3.98,9.71,439.0,Delhi,Severe,weekday
9909,217.01,336.86999999999995,37.98,52.24,2.870000000000001,50.81,1.29,10.28,54.94,3.09,6.6,405.0,Delhi,Severe,weekday
9910,248.54,377.61,35.56,61.57000000000001,4.240000000000002,55.17,1.36,14.42,66.31,3.79,8.2,394.0,Delhi,Very Poor,weekday
9911,240.42,360.99,38.73,54.8,4.57,51.36,1.38,13.2,48.57,3.63,8.14,398.0,Delhi,Very Poor,weekday
9912,252.57,378.9,65.27,59.11999999999999,8.530000000000001,63.78,1.59,18.15,39.65,5.69,13.64,403.0,Delhi,Severe,Weekend
9913,191.66,292.74,26.49,47.02,4.990000000000002,50.09,1.3,16.27,57.39,3.19,6.5,384.0,Delhi,Very Poor,Weekend
9914,152.98,259.13,37.51,51.6,5.280000000000001,47.52,1.33,17.15,54.55,3.36,7.87,314.0,Delhi,Very Poor,weekday
9915,233.1,355.2099999999999,62.59,66.19,10.36,58.650000000000006,1.54,21.82,66.79,5.31,13.99,373.0,Delhi,Very Poor,weekday
9916,186.26,294.24,34.44,60.21,3.9800000000000004,48.38,1.4,18.98,58.51,3.26,7.3,366.0,Delhi,Very Poor,weekday
9917,154.64,243.95,30.06,63.57000000000001,3.469999999999999,47.42,1.47,17.4,56.22,3.27,6.83,318.0,Delhi,Very Poor,weekday
9918,168.87,281.06,40.02,65.3,3.7300000000000004,55.07000000000001,1.56,24.03,62.36999999999999,4.23,11.32,306.0,Delhi,Very Poor,weekday
9919,230.5,355.43,68.69,61.28,3.1999999999999993,75.88,2.12,24.28,75.14,7.620000000000001,21.810000000000002,370.0,Delhi,Very Poor,Weekend
9920,191.47,308.73999999999995,36.32,54.370000000000005,1.870000000000001,55.35,1.72,22.47,64.8,4.3,10.03,365.0,Delhi,Very Poor,Weekend
9921,177.71,309.85,32.47,52.51,2.1499999999999986,54.6,1.42,19.12,59.73,3.26,7.7,352.0,Delhi,Very Poor,weekday
9922,133.56,231.04000000000002,31.78,46.86,3.9200000000000017,43.23,1.36,19.06,54.0,3.09,9.36,278.0,Delhi,Poor,weekday
9923,235.06,353.55,44.3,47.86,34.61,52.37,1.61,14.48,64.1,4.22,12.58,350.0,Delhi,Very Poor,weekday
9924,276.25,428.08,48.32,55.08,85.75,59.730000000000004,2.04,21.02,72.89,5.19,14.81,411.0,Delhi,Severe,weekday
9925,253.7,398.16,41.26,49.45,81.11,63.31,1.82,22.27,73.6,5.47,16.52,451.0,Delhi,Severe,weekday
9926,152.33,252.92000000000002,21.5,38.87,53.34,66.51,1.31,14.45,43.18,2.37,4.43,351.0,Delhi,Very Poor,Weekend
9927,153.61,274.5,33.93,44.09,63.87,63.25,1.51,16.91,41.49,2.74,7.02,310.0,Delhi,Very Poor,Weekend
9928,202.11,352.68,54.86,56.45,72.5,63.150000000000006,1.87,21.64,68.33,4.09,10.9,362.0,Delhi,Very Poor,weekday
9929,160.79,248.48000000000002,25.98,47.26,67.65,51.07,1.4300000000000002,14.25,48.67,2.68,6.67,343.0,Delhi,Very Poor,weekday
9930,130.16,192.19,25.05,35.33,56.27,43.08,1.32,11.9,42.04,2.26,6.23,286.0,Delhi,Poor,weekday
9931,111.75,167.31,24.28,40.13,48.6,40.74,1.37,6.839999999999999,43.99,2.22,3.87,267.0,Delhi,Poor,weekday
9932,128.45,207.66,28.91,38.17,57.6,44.28,1.4300000000000002,7.99,44.09,2.46,3.7,263.0,Delhi,Poor,weekday
9933,155.2,271.1,34.29,45.14,60.99,46.22,1.4,7.9399999999999995,56.12,2.29,4.87,284.0,Delhi,Poor,Weekend
9934,150.96,248.26,41.85,47.6,73.57,45.66,1.85,10.26,54.01,2.07,4.36,334.0,Delhi,Very Poor,Weekend
9935,162.48,272.45,45.81,54.51,74.45,44.78,1.96,12.61,60.56,2.18,5.5,332.0,Delhi,Very Poor,weekday
9936,126.84,212.59,23.71,47.59,51.3,38.68,2.0,14.47,56.85,1.84,4.26,300.0,Delhi,Poor,weekday
9937,123.48,205.56,22.07,45.46,48.06,39.32,2.52,11.35,53.7,1.72,3.7799999999999994,271.0,Delhi,Poor,weekday
9938,157.33,298.5799999999999,38.37,63.88000000000001,67.65,46.95,1.62,18.67,60.7,2.08,5.48,293.0,Delhi,Poor,weekday
9939,140.35,282.16,34.69,54.28,71.59,52.36,1.49,12.25,52.12,1.72,5.93,318.0,Delhi,Very Poor,weekday
9940,115.05,239.61,27.97,51.46,64.81,46.26,1.29,14.2,52.29,1.35,4.57,277.0,Delhi,Poor,Weekend
9941,133.8,252.13,22.5,46.74,56.52,45.13,1.3,13.2,52.23,1.44,3.2300000000000004,284.0,Delhi,Poor,Weekend
9942,163.6,308.37,42.64,63.42,78.45,45.41,1.33,14.77,43.11,2.04,4.47,313.0,Delhi,Very Poor,weekday
9943,143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,324.0,Delhi,Very Poor,weekday
9944,131.49,246.92000000000002,26.04,54.53,55.33,43.31,1.18,14.58,49.34,1.64,3.92,287.0,Delhi,Poor,weekday
9945,186.19,338.60999999999996,66.23,74.83,86.77,47.89,1.75,13.8,45.91,3.21,6.09,334.0,Delhi,Very Poor,weekday
9946,203.33,348.94,56.379999999999995,74.5,84.22,49.6,1.7,14.35,49.11,3.32,6.44,375.0,Delhi,Very Poor,weekday
9947,209.7,373.06,71.59000000000002,99.06,86.85,47.52,2.55,13.77,53.31,6.94,11.0,378.0,Delhi,Very Poor,Weekend
9948,148.13,300.9599999999999,57.19,62.400000000000006,82.24,51.43000000000001,1.56,14.45,43.54,3.53,5.29,350.0,Delhi,Very Poor,Weekend
9949,72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,37.47,0.8000000000000003,2.1099999999999994,218.0,Delhi,Poor,weekday
9950,103.93,170.12,37.45,46.48,72.84,50.89,1.21,10.25,38.83,1.73,4.16,189.0,Delhi,Moderate,weekday
9951,76.92,149.43,16.31,34.92,44.75,40.88,0.96,9.03,38.43,1.02,2.66,217.0,Delhi,Poor,weekday
9952,94.49,173.59,16.78,38.54,47.11,44.48,1.03,11.47,40.95,1.1599999999999997,2.8200000000000003,189.0,Delhi,Moderate,weekday
9953,123.19,219.11,24.78,48.33,60.03,49.81,1.21,12.49,38.4,1.52,3.4800000000000004,248.0,Delhi,Poor,weekday
9954,127.8,244.27,24.55,49.9,60.9,49.730000000000004,1.27,15.01,44.13,1.73,3.91,277.0,Delhi,Poor,Weekend
9955,127.27,234.67,35.15,50.94,67.43,45.32,1.36,12.17,45.75,2.15,3.7799999999999994,284.0,Delhi,Poor,Weekend
9956,172.55,315.75,68.88,71.76,88.37,46.22,1.96,15.25,49.74,3.07,5.52,321.0,Delhi,Very Poor,weekday
9957,167.16,317.53,56.44,68.29,87.59,49.25,1.89,14.53,51.27,3.34,5.42,335.0,Delhi,Very Poor,weekday
9958,172.99,346.46,72.82,92.54,94.31,49.47,2.42,13.97,57.47,5.24,8.8,347.0,Delhi,Very Poor,weekday
9959,159.67,313.47,59.64999999999999,66.4,90.58,55.72,1.8,15.89,47.69,4.0,8.11,333.0,Delhi,Very Poor,weekday
9960,163.75,333.99,59.629999999999995,70.77,92.54,59.64,1.81,16.26,48.62,3.89,9.53,331.0,Delhi,Very Poor,weekday
9961,164.2,349.29,47.09,62.66,80.95,62.61,1.52,15.09,55.26,2.85,5.82,347.0,Delhi,Very Poor,Weekend
9962,106.26,222.46,25.0,42.88,59.15,50.57000000000001,1.0,14.34,43.87,2.05,3.9399999999999995,317.0,Delhi,Very Poor,Weekend
9963,67.27,156.72,14.44,33.59,43.27,41.83,0.8799999999999999,9.64,43.19,1.0900000000000003,2.0999999999999996,170.0,Delhi,Moderate,weekday
9964,85.53,178.51,24.54,43.12,56.44,43.85,1.15,10.72,40.51,1.93,3.0299999999999994,167.0,Delhi,Moderate,weekday
9965,143.25,279.26,42.48,52.5,78.41,53.64,1.47,14.52,46.16,2.47,6.26,274.0,Delhi,Poor,weekday
9966,120.71,256.86,45.93000000000001,51.74,79.9,49.29,1.4300000000000002,14.9,40.69,2.3,5.76,293.0,Delhi,Poor,weekday
9967,139.18,253.32,46.05,50.64,78.23,48.86,1.64,11.52,45.55,3.01,4.5,300.0,Delhi,Poor,weekday
9968,98.25,205.92,26.84,41.07,59.03,44.26,1.18,12.93,38.38,1.85,3.67,244.0,Delhi,Poor,Weekend
9969,79.83,182.26,25.27,39.02,56.08,39.35,0.99,12.95,34.95,1.63,2.92,205.0,Delhi,Poor,Weekend
9970,76.96,164.74,24.87,39.58,56.62,38.32,0.99,12.7,40.45,1.3900000000000001,2.92,180.0,Delhi,Moderate,weekday
9971,75.45,163.52,15.1,37.92,44.67,34.56,0.94,12.99,44.99,1.2600000000000002,2.830000000000001,170.0,Delhi,Moderate,weekday
9972,87.62,178.53,25.71,45.6,54.4,36.46,1.11,13.23,45.24,1.7,3.5700000000000003,192.0,Delhi,Moderate,weekday
9973,139.88,283.57,60.75999999999999,79.5,82.26,43.35,1.84,16.98,57.75999999999999,6.59,7.04,262.0,Delhi,Poor,weekday
9974,134.76,274.89,45.510000000000005,65.86,75.45,46.02,1.64,18.68,52.43,4.54,6.65,316.0,Delhi,Very Poor,weekday
9975,75.67,171.69,16.27,39.85,47.05,39.35,0.95,14.8,41.74,1.3599999999999999,4.0,207.0,Delhi,Poor,Weekend
9976,88.3,183.74,23.14,41.81,55.86,39.62,1.08,15.41,46.28,1.2799999999999998,3.12,179.0,Delhi,Moderate,Weekend
9977,105.29,223.67,28.38,45.32,65.27,42.8,1.18,17.48,44.49,1.29,3.51,236.0,Delhi,Poor,weekday
9978,109.22,245.66,41.54,56.5,73.67,42.23,1.54,17.22,43.79,1.87,4.78,241.0,Delhi,Poor,weekday
9979,116.62,328.97999999999996,60.019999999999996,64.82,87.49,40.47,1.63,17.39,48.03,2.85,5.34,287.0,Delhi,Poor,weekday
9980,108.98,314.72,36.34,48.86,66.89,43.23,1.23,16.08,37.77,3.53,5.3,314.0,Delhi,Very Poor,weekday
9981,111.67,256.67,27.56,41.48,62.19,42.2,1.09,16.61,43.04,4.14,4.59,269.0,Delhi,Poor,weekday
9982,81.57,170.16,21.81,32.61,44.69,33.72,1.09,13.63,37.89,1.73,2.679999999999999,218.0,Delhi,Poor,Weekend
9983,82.15,173.07,18.88,31.72,41.03,30.32,1.2,17.22,45.83,0.9300000000000002,2.17,177.0,Delhi,Moderate,Weekend
9984,81.93,197.13,28.38,43.85,62.83,37.7,1.1,16.95,44.89,1.06,4.0200000000000005,177.0,Delhi,Moderate,weekday
9985,109.99,249.2,44.27,55.71,82.08,44.26,1.42,20.52,51.95,3.19,7.16,224.0,Delhi,Poor,weekday
9986,133.53,280.94,30.35,45.33,66.03,49.85,1.36,24.36,52.82,4.03,5.93,302.0,Delhi,Very Poor,weekday
9987,83.4,176.02,13.53,33.49,41.53,42.95,1.0,17.14,45.99,1.92,3.929999999999999,226.0,Delhi,Poor,weekday
9988,64.2,151.45,14.86,34.53,42.49,34.91,0.8900000000000001,12.75,46.6,1.57,3.6099999999999994,171.0,Delhi,Moderate,weekday
9989,78.4,186.62,15.2,37.32,44.39,35.84,0.9100000000000001,14.56,50.02,2.36,3.5299999999999994,183.0,Delhi,Moderate,Weekend
9990,85.34,190.95,11.77,34.66,41.31,37.35,0.96,15.57,54.47,1.74,2.91,202.0,Delhi,Poor,Weekend
9991,85.9,198.67,19.04,41.2,51.42,36.49,1.06,16.28,52.72,2.64,3.4000000000000004,203.0,Delhi,Poor,weekday
9992,111.26,256.4,42.38,60.75,76.0,37.92,1.52,18.5,49.55,4.42,5.92,246.0,Delhi,Poor,weekday
9993,117.78,280.25,55.86999999999999,71.04,79.52,37.48,1.74,16.27,57.85,6.14,7.37,293.0,Delhi,Poor,weekday
